jtid,jobid,submitTime,launchTime,finishTime,status,numMaps,numReduces,finMaps,finReduces,failMaps,failReduces
201102231409,377,1299025334372,1299025348686,1299025386355,0,222,1,222,1,0,0
201102231409,378,1299025338530,1299025352566,1299025386550,0,50,1,50,1,0,0
201102231409,379,1299025392186,1299025402876,1299025441578,0,222,1,222,1,0,0
201102231409,380,1299025395852,1299025411599,1299025444359,0,50,1,50,1,0,0
201102231409,381,1299025446974,1299025461427,1299025504474,0,222,1,222,1,0,0
201102231409,382,1299025451256,1299025465131,1299025504629,0,50,1,50,1,0,0
201102231409,383,1299025509443,1299025525134,1299025565948,0,50,1,50,1,0,0
201102231409,384,1299025513146,1299025528825,1299025565732,0,222,1,222,1,0,0
201102231409,385,1299025570738,1299025582736,1299025622576,0,50,1,50,1,0,0
201102231409,386,1299025574460,1299025586636,1299025622385,0,222,1,222,1,0,0
201102231409,387,1299025628046,1299025640401,1299025684235,0,222,1,222,1,0,0
201102231409,388,1299025631727,1299025644190,1299025703498,0,152,1,152,1,1,0
201102231409,389,1299025689265,1299025697973,1299025735564,0,222,1,222,1,0,0
201102231409,390,1299025707428,1299025722590,1299025759040,0,152,1,152,1,0,0
201102231409,391,1299025740182,1299025752207,1299025794724,0,222,1,222,1,0,0
201102231409,392,1299025763718,1299025775932,1299025810563,0,63,1,63,1,0,0
201102231409,393,1299025799276,1299025809758,1299025846534,0,222,1,222,1,0,0
201102231409,394,1299025814998,1299025828712,1299025863268,0,63,1,63,1,0,0
201102231409,395,1299025852134,1299025862462,1299025903078,0,222,1,222,1,0,0
201102231409,396,1299025867681,1299025876303,1299025913816,0,51,1,51,1,1,0
201102231409,397,1299025907130,1299025921420,1299025960390,0,222,1,222,1,0,0
201102231409,398,1299025919691,1299025935135,1299025960164,0,51,1,51,1,0,0
201102231409,399,1299025965355,1299025980557,1299026005358,0,50,1,50,1,0,0
201102231409,400,1299025974054,1299025989354,1299026029972,0,222,1,222,1,0,0
201102231409,401,1299026009780,1299026018069,1299026044829,0,50,1,50,1,0,0
201102231409,402,1299026034804,1299026046985,1299026085946,0,222,1,222,1,0,0
201102231409,403,1299026048892,1299026060891,1299026086012,0,50,1,50,1,0,0
201102231409,404,1299026095166,1299026110339,1299026148051,0,96,1,96,1,0,0
201102231409,405,1299026091467,1299026101570,1299026126522,0,50,1,50,1,0,0
201102231409,406,1299026130866,1299026144083,1299026171648,0,50,1,50,1,0,0
201102231409,407,1299026152611,1299026167961,1299026195427,0,96,1,96,1,0,0
201102231409,408,1299026176450,1299026191763,1299026217408,0,50,1,50,1,0,0
201102231409,409,1299026200431,1299026210627,1299026238142,0,96,1,96,1,0,0
201102231409,410,1299026221908,1299026234346,1299026261796,0,50,1,50,1,0,0
201102231409,411,1299026242809,1299026258067,1299026289850,0,96,1,96,1,0,0
201102231409,412,1299026266541,1299026276841,1299026300831,0,50,1,50,1,0,0
201102231409,413,1299026294172,1299026306182,1299026333657,0,96,1,96,1,0,0
201102231409,414,1299026314531,1299026329888,1299026355472,0,50,1,50,1,0,0
201102231409,415,1299026338415,1299026348693,1299026379220,0,96,1,96,1,0,0
201102231409,416,1299026360452,1299026372433,1299026396910,0,50,1,50,1,0,0
201102231409,417,1299026383894,1299026396158,1299026424702,0,96,1,96,1,0,0
201102231409,418,1299026401494,1299026414871,1299026440459,0,50,1,50,1,0,0
201102231409,419,1299026429573,1299026439718,1299026468217,0,96,1,96,1,0,0
201102231409,420,1299026445301,1299026458427,1299026483754,0,50,1,50,1,0,0
201102231409,421,1299026472892,1299026483163,1299026511699,0,96,1,96,1,0,0
201102231409,422,1299026488664,1299026501930,1299026536437,0,77,1,77,1,0,0
201102231409,423,1299026516414,1299026526527,1299026554994,0,96,1,96,1,0,0
201102231409,424,1299026541109,1299026551246,1299026578901,0,77,1,77,1,0,0
201102231409,425,1299026559924,1299026575034,1299026603745,0,96,1,96,1,0,0
201102231409,426,1299026583395,1299026593758,1299026622172,0,53,1,53,1,0,0
201102231409,427,1299026608290,1299026618423,1299026647644,0,96,1,96,1,0,0
201102231409,428,1299026627599,1299026637849,1299026665457,0,53,1,53,1,0,0
201102231409,429,1299026652456,1299026667579,1299026703131,0,96,1,96,1,0,0
201102231409,430,1299026670945,1299026681328,1299026703467,0,51,1,51,1,0,0
201102231409,431,1299026708942,1299026720925,1299026751378,0,51,1,51,1,0,0
201102231409,432,1299026712595,1299026724645,1299026751330,0,96,1,96,1,0,0
201102231409,433,1299026756428,1299026768512,1299026798959,0,96,1,96,1,0,0
201102231409,434,1299026760159,1299026772236,1299026799192,0,51,1,51,1,0,0
201102231409,435,1299026803470,1299026815992,1299026846448,0,96,1,96,1,0,0
201102231409,436,1299026807626,1299026820865,1299026846502,0,51,1,51,1,0,0
201102231409,437,1299026855358,1299026869253,1299026894291,0,96,1,96,1,0,0
201102231409,438,1299026851688,1299026865484,1299026894048,0,51,1,51,1,0,0
201102231409,439,1299026898953,1299026910083,1299026931905,0,51,1,51,1,0,0
201102231409,440,1299026903081,1299026918828,1299026946426,0,96,1,96,1,0,0
201102231409,441,1299026936710,1299026948709,1299026970781,0,51,1,51,1,0,0
201102231409,442,1299026975509,1299026987463,1299027009454,0,51,1,51,1,0,0
201102231409,443,1299027014166,1299027026275,1299027048195,0,50,1,50,1,0,0
201102231409,444,1299027052719,1299027064971,1299027093054,0,50,1,50,1,0,0
201102231409,445,1299027097720,1299027109740,1299027137583,0,50,1,50,1,0,0
201102231409,446,1299027144619,1299027159762,1299027181911,0,50,1,50,1,0,0
201102231409,447,1299027186502,1299027198492,1299027220312,0,51,1,51,1,0,0
201102231409,448,1299027225473,1299027237506,1299027262608,0,51,1,51,1,0,0
201102231409,449,1299030693795,1299030706411,1299031209376,1,549,10,549,0,0,0
201102231409,451,1299032328300,1299032340346,1299033004960,1,549,10,549,0,0,0
201102231409,452,1299035341938,1299035354343,1299035506168,1,57,10,57,0,0,0
201102231409,453,1299088302190,1299088317648,1299108416477,1,37861,100,27416,0,0,0
201102231409,455,1299171551856,1299171569263,1299172759609,0,2,0,2,0,0,0
201102231409,456,1299172358475,1299172377168,1299174243452,1,37861,100,119,0,0,0
201102231409,458,1299179673337,1299179689999,1299197611566,1,37861,100,15914,0,0,0
201102231409,459,1299180496511,1299180510503,1299194922430,0,16466,100,16466,100,1839,35
201102231409,460,1299212610145,1299212628997,1299214283994,1,37861,100,1908,0,0,0
201101170028,1614,1296536808264,1296536823781,1296542877704,1,1875,1,818,0,0,0
201101170028,1615,1296536847020,1296536858342,1296536983763,0,25,1,25,1,13,0
201101170028,1616,1296536971675,1296536983805,1296537068236,2,1875,1,73,0,0,0
201101170028,1617,1296537069627,1296537083571,1296537171707,0,25,1,25,1,8,0
201101170028,1618,1296537185390,1296537199509,1296538434889,0,1875,1,1875,1,47,0
201101170028,1619,1296537342546,1296537354521,1296537872184,0,25,1,25,1,0,0
201101170028,1620,1296538015546,1296538027562,1296538146657,0,25,1,25,1,18,0
201101170028,1621,1296538004498,1296538018357,1296540107132,2,1875,1,2,0,0,0
201101170028,1622,1296538208863,1296538223299,1296538304993,0,25,1,25,1,6,0
201101170028,1623,1296538538006,1296538549310,1296538573849,0,2,1,2,1,0,0
201101170028,1624,1296538481406,1296538493470,1296538577899,0,25,1,25,1,1,0
201101170028,1625,1296538549933,1296538559584,1296539477869,0,1875,1,1875,1,55,0
201101170028,1626,1296538725639,1296538739436,1296539280394,0,25,1,25,1,0,0
201101170028,1627,1296538937599,1296538951203,1296538972467,0,2,1,2,1,0,0
201101170028,1628,1296539178706,1296539192813,1296539677280,2,1875,1,89,0,0,0
201101170028,1630,1296539539028,1296539553989,1296539708855,0,25,1,25,1,11,0
201101170028,1631,1296539545374,1296539559278,1296543112011,1,1875,1,485,0,0,0
201101170028,1632,1296539924586,1296539937536,1296540001703,0,25,1,25,1,0,0
201101170028,1633,1296539935368,1296539946851,1296539986477,0,2,1,2,1,0,0
201101170028,1634,1296540196491,1296540208101,1296540296522,0,25,1,25,1,5,0
201101170028,1635,1296540373769,1296540387976,1296540476051,0,25,1,25,1,1,0
201101170028,1636,1296540488539,1296540501758,1296540515562,2,139,0,0,0,0,0
201101170028,1637,1296540532720,1296540543973,1296540620140,0,25,1,25,1,3,0
201101170028,1638,1296540689926,1296540705527,1296540820567,1,139,0,0,0,0,0
201101170028,1639,1296540697513,1296540714337,1296540854403,0,25,1,25,1,6,0
201101170028,1640,1296540863990,1296540875313,1296540899920,0,2,1,2,1,0,0
201101170028,1641,1296540885368,1296540896638,1296542857818,0,25,1,25,1,1,0
201101170028,1642,1296541008910,1296541024874,1296541102544,0,25,1,25,1,3,0
201101170028,1643,1296541356505,1296541368016,1296541477659,0,25,1,25,1,9,0
201101170028,1644,1296541487633,1296541499422,1296543670369,0,1875,1,1875,1,81,0
201101170028,1645,1296541522084,1296541534279,1296545221420,0,1875,1,1875,1,252,0
201101170028,1646,1296541668663,1296541679950,1296541777161,0,25,1,25,1,11,0
201101170028,1647,1296541854636,1296541866024,1296541949316,0,25,1,25,1,5,0
201101170028,1648,1296541934518,1296541946354,1296543083821,0,50,1,50,1,44,0
201101170028,1649,1296541967505,1296541981550,1296542226969,2,1875,1,11,0,0,0
201101170028,1650,1296542189645,1296542201587,1296542242716,0,2,1,2,1,0,0
201101170028,1651,1296542222326,1296542236840,1296543170863,0,1875,1,1875,1,96,0
201101170028,1652,1296543222889,1296543232920,1296544516519,1,1875,1,530,0,0,0
201101170028,1654,1296543473912,1296543487900,1296543933888,0,139,0,139,0,52,0
201101170028,1655,1296543752770,1296543764112,1296543858407,0,25,1,25,1,2,0
201101170028,1656,1296544281589,1296544320345,1296544482511,0,2,1,2,1,1,0
201101170028,1657,1296544311144,1296544325366,1296544382808,2,139,0,0,0,0,0
201101170028,1658,1296544511618,1296544523027,1296544599295,2,139,0,0,0,0,0
201101170028,1659,1296544688885,1296544703146,1296544773361,0,139,0,139,0,1,0
201101170028,1660,1296544843345,1296544854666,1296544919596,0,139,0,139,0,1,0
201101170028,1661,1296545034304,1296545045615,1296545885899,0,50,5,50,5,1,0
201101170028,1662,1296545503282,1296545516992,1296545589017,0,139,0,139,0,24,0
201101170028,1663,1296545906128,1296545917393,1296545963059,0,139,0,139,0,0,0
201101170028,1664,1296546018795,1296546107907,1296546238105,0,25,1,25,1,11,0
201101170028,1665,1296546564646,1296546578266,1296546600044,0,2,1,2,1,0,0
201101170028,1666,1296546643234,1296546654512,1296546678794,0,2,1,2,1,0,0
201101170028,1667,1296546655681,1296546669590,1296547585250,0,50,5,50,5,2,0
201101170028,1668,1296546753725,1296546764975,1296546786502,0,2,1,2,1,0,0
201101170028,1669,1296548300028,1296548311564,1296548469810,0,25,1,25,1,9,0
201101170028,1670,1296548702824,1296548717083,1296548814144,0,25,1,25,1,0,0
201101170028,1671,1296548874137,1296548887944,1296549855224,0,50,1,50,1,4,0
201101170028,1672,1296550365931,1296550380464,1296553669874,1,1875,1,1349,0,0,0
201101170028,1673,1296550696292,1296550711122,1296560745361,1,1875,1,1845,0,0,0
201101170028,1674,1296551378021,1296551392191,1296551486718,0,25,1,25,1,0,0
201101170028,1675,1296552313325,1296552325046,1296552449081,0,25,1,25,1,3,1
201101170028,1676,1296552416718,1296552430637,1296552570634,1,25,1,25,0,0,0
201101170028,1677,1296552610919,1296552699346,1296552801939,0,25,1,25,1,3,0
201101170028,1678,1296553017491,1296553031696,1296553139313,1,1875,1,0,0,0,0
201101170028,1679,1296553023458,1296553040406,1296553203080,0,25,1,25,1,11,0
201101170028,1680,1296553453411,1296553467593,1296553604729,1,1875,1,0,0,0,0
201101170028,1681,1296553636868,1296553649643,1296559796181,0,1875,1,1875,1,293,0
201101170028,1682,1296554013421,1296554025260,1296559349436,1,1875,1,1053,0,0,0
201101170028,1683,1296554239059,1296554250530,1296554331787,0,25,1,25,1,8,0
201101170028,1684,1296555306674,1296555318595,1296562957286,0,1875,1,1875,1,327,0
201101170028,1685,1296556966942,1296556981159,1296557166022,2,2004,1,0,0,0,0
201101170028,1686,1296557232653,1296557246698,1296557313483,2,1875,1,12,0,0,0
201101170028,1687,1296557308757,1296557322773,1296557408941,2,2004,1,0,0,0,0
201101170028,1688,1296560557837,1296560572199,1296560645035,0,25,1,25,1,14,0
201101170028,1689,1296560649451,1296560663455,1296561339752,0,1875,1,1875,1,207,0
201101170028,1690,1296562990804,1296563005496,1296567864384,1,1875,1,1499,0,0,0
201101170028,1691,1296563451593,1296563466219,1296568834192,0,1875,1,1875,1,144,0
201101170028,1692,1296567967773,1296567979810,1296572345815,1,1875,1,1444,0,0,0
201101170028,1693,1296568758620,1296568770681,1296569734787,1,1875,1,1408,0,0,0
201101170028,1694,1296570570056,1296570583344,1296578929782,0,1875,1,1875,1,144,0
201101170028,1695,1296570612277,1296570627376,1296578048271,0,1875,1,1875,1,125,0
201101170028,1696,1296573211712,1296573226080,1296574465097,1,1875,1,1306,0,0,0
201101170028,1697,1296574512694,1296574526779,1296590628996,2,1875,1,1875,0,0,0
201101170028,1698,1296574935811,1296574947830,1296583000290,1,1875,1,901,0,0,0
201101170028,1699,1296575028578,1296575042920,1296577268296,1,1875,1,1523,0,0,0
201101170028,1700,1296577344571,1296577356417,1296579403240,1,1875,1,1469,0,0,0
201101170028,1701,1296578234028,1296578248414,1296585143310,1,1875,1,1218,0,0,0
201101170028,1702,1296579225708,1296579285140,1296588404660,0,2004,1,2004,1,81,0
201101170028,1703,1296586275897,1296586287959,1296587961993,1,1875,1,316,0,0,0
201101170028,1704,1296586557054,1296586568699,1296590669980,2,1875,1,1026,0,0,0
201101170028,1705,1296586651297,1296586665256,1296590612983,2,1875,1,103,0,0,0
201101170028,1708,1296586939394,1296586950792,1296586975449,0,2,1,2,1,0,0
201101170028,1709,1296587267334,1296587281032,1296587305354,0,2,1,2,1,0,0
201101170028,1710,1296587510898,1296587522383,1296587659089,0,25,1,25,1,2,0
201101170028,1711,1296587660792,1296587674201,1296588733748,2,2004,100,47,0,0,0
201101170028,1712,1296587665700,1296587685596,1296587964804,0,25,1,25,1,3,0
201101170028,1713,1296587965900,1296587977940,1296588244155,1,25,1,0,0,0,0
201101170028,1714,1296588651372,1296588663389,1296595898256,1,2004,1,444,0,0,0
201101170028,1715,1296588738572,1296588753609,1296590732974,2,1875,1,1875,0,0,0
201101170028,1716,1296588772220,1296588783585,1296588898740,0,2,100,2,100,0,50
201101170028,1717,1296588881614,1296588893942,1296589103163,0,25,1,25,1,15,0
201101170028,1718,1296589106481,1296589120225,1296589226413,0,25,1,25,1,11,0
201101170028,1719,1296589226911,1296589240890,1296590044904,2,25,1,0,0,0,0
201101170028,1720,1296589750471,1296589762619,1296589789699,0,2,1,2,1,0,0
201101170028,1721,1296590174583,1296590188861,1296590236989,0,2,1,2,1,0,0
201101170028,1722,1296590474946,1296590490489,1296590703020,1,25,1,0,0,0,0
201101170028,1723,1296590488219,1296590500113,1296618199519,0,2004,100,2004,100,200,26
201101170028,1724,1296590539528,1296590551604,1296593480721,2,2004,100,159,0,0,0
201101170028,1725,1296590768398,1296590783737,1296590842884,0,3,1,3,1,0,0
201101170028,1726,1296590873060,1296590887190,1296590944755,1,25,1,0,0,0,0
201101170028,1727,1296591032867,1296591047260,1296591149754,0,25,1,25,1,7,0
201101170028,1729,1296591064038,1296591077930,1296591128364,1,25,1,0,0,0,0
201101170028,1730,1296591085807,1296591098434,1296609419212,0,1875,100,1875,100,100,13
201101170028,1731,1296591178167,1296591190923,1296591269604,0,3,1,3,1,0,0
201101170028,1732,1296591182963,1296591199957,1296591482763,0,25,1,25,1,3,0
201101170028,1733,1296591222141,1296591236266,1296591483093,0,3,0,3,0,1,0
201101170028,1734,1296591372080,1296591386167,1296591655119,0,139,0,139,0,4,0
201101170028,1735,1296591483530,1296591499839,1296593486648,2,25,1,0,0,0,0
201101170028,1736,1296591489395,1296591505798,1296591975490,0,3,1,3,1,0,0
201101170028,1737,1296591497773,1296591514752,1296592141776,0,25,1,25,1,8,0
201101170028,1738,1296591547009,1296591561130,1296607265100,0,1875,1,1875,1,58,0
201101170028,1739,1296591770035,1296591782048,1296592825826,2,1875,1,0,0,0,0
201101170028,1740,1296591978613,1296591992384,1296593543327,0,3,1,3,1,2,0
201101170028,1741,1296592033247,1296592050570,1296593576042,0,139,0,139,0,49,0
201101170028,1744,1296592666894,1296592678626,1296605084307,0,1875,101,1875,101,133,21
201101170028,1745,1296592731185,1296592745078,1296593357641,2,3,1,0,0,0,0
201101170028,1746,1296592992537,1296593006883,1296593958281,2,1875,1,5,0,0,0
201101170028,1747,1296593544757,1296593556786,1296599945037,0,1,1,1,1,0,0
201101170028,1748,1296593716978,1296593728816,1296600960503,0,1875,1,1875,1,166,0
201101170028,1750,1296594129663,1296594144115,1296595741099,1,1875,1,0,0,0,0
201101170028,1751,1296594954728,1296594975783,1296596240503,2,1875,1,918,0,0,0
201101170028,1752,1296596444130,1296596456361,1296621844885,0,1875,150,1875,150,162,66
201101170028,1753,1296597953940,1296597968165,1296598240465,1,1,1,0,0,0,0
201101170028,1754,1296597983495,1296597993104,1296598071237,1,139,0,0,0,0,0
201101170028,1755,1296598215165,1296598255193,1296598446530,2,139,0,9,0,0,0
201101170028,1756,1296598441639,1296598476685,1296598604771,1,25,1,0,0,0,0
201101170028,1757,1296598636739,1296598697625,1296599034542,1,139,0,84,0,0,0
201101170028,1758,1296599174392,1296599197546,1296599907625,0,139,0,139,0,33,0
201101170028,1760,1296599840871,1296599905740,1296600137609,0,25,1,25,1,8,0
201101170028,1761,1296599940169,1296599985875,1296609971127,1,1875,1,1195,0,0,0
201101170028,1762,1296600086260,1296600127199,1296600334750,0,1,1,1,1,0,0
201101170028,1764,1296600426856,1296600546405,1296600706017,0,1,1,1,1,0,0
201101170028,1765,1296600644641,1296600706030,1296602553293,2,1875,1,0,0,0,0
201101170028,1766,1296600649417,1296600773361,1296607342653,0,1875,1,1875,1,57,0
201101170028,1767,1296600719890,1296600816457,1296600971518,0,1,1,1,1,0,0
201101170028,1768,1296600931262,1296600985823,1296601176412,2,1875,1,1,0,0,0
201101170028,1769,1296601022666,1296601057511,1296606555466,1,1,1,0,0,0,0
201101170028,1770,1296601224478,1296601247911,1296601366138,2,2004,1,3,0,0,0
201101170028,1771,1296601482449,1296601494229,1296602471626,2,2004,1,3,0,0,0
201101170028,1772,1296601678885,1296601690525,1296606050287,2,139,0,138,0,0,0
201101170028,1773,1296602480595,1296602492554,1296602534558,2,2004,1,0,0,0,0
201101170028,1774,1296602554566,1296602569807,1296605347826,2,2004,1,3,0,0,0
201101170028,1775,1296605515688,1296605531423,1296608619429,0,1875,1,1875,1,45,0
201101170028,1776,1296606100507,1296606115514,1296607330054,0,139,0,139,0,48,0
201101170028,1777,1296607939608,1296607951699,1296608000075,1,139,0,0,0,0,0
201101170028,1778,1296608077821,1296608092262,1296608176801,0,139,0,139,0,22,0
201101170028,1779,1296608644690,1296608659458,1296608813507,0,139,0,139,0,59,0
201101170028,1780,1296609316134,1296609341040,1296609605686,0,139,0,139,0,78,0
201101170028,1781,1296609821246,1296609866221,1296610133314,0,139,0,139,0,62,0
201101170028,1782,1296610112683,1296610149245,1296614564939,1,1875,1,1857,0,0,0
201101170028,1783,1296610311676,1296610344774,1296610591016,0,139,0,139,0,75,0
201101170028,1784,1296610787129,1296610816273,1296611038215,0,139,0,139,0,85,0
201101170028,1785,1296611264165,1296611285696,1296611489152,0,139,0,139,0,116,0
201101170028,1787,1296611742681,1296611756859,1296611810471,2,139,0,0,0,0,0
201101170028,1788,1296611867690,1296611881582,1296611944914,2,139,0,0,0,0,0
201101170028,1789,1296611967530,1296611982609,1296612038582,2,139,0,0,0,0,0
201101170028,1790,1296612076191,1296612087889,1296612169455,2,139,0,0,0,0,0
201101170028,1791,1296612185828,1296612197919,1296612276562,2,139,0,0,0,0,0
201101170028,1792,1296612309994,1296612323765,1296612399460,0,139,0,139,0,19,0
201101170028,1793,1296612987526,1296612999085,1296613066033,2,139,0,0,0,0,0
201101170028,1794,1296614839278,1296614851179,1296618005231,0,1875,1,1875,1,18,0
201101170028,1795,1296615149044,1296615163129,1296617622526,1,1875,1,392,0,0,0
201101170028,1796,1296618307861,1296618319854,1296621379702,1,1875,1,1863,0,0,0
201101170028,1797,1296620280798,1296620292346,1296620386606,1,139,0,138,0,0,0
201101170028,1798,1296620588838,1296620602754,1296620642243,0,139,0,139,0,53,0
201101170028,1799,1296620794524,1296620808981,1296620878278,1,139,0,138,0,0,0
201101170028,1800,1296621283364,1296621294797,1296621358673,1,139,0,138,0,0,0
201101170028,1801,1296621400501,1296621409855,1296621477009,1,139,0,137,0,0,0
201101170028,1802,1296621468433,1296621480144,1296624660273,1,1875,1,1866,0,0,0
201101170028,1803,1296621538087,1296621550258,1296621735161,0,139,0,139,0,1,0
201101170028,1804,1296622185249,1296622196808,1296622284643,0,139,0,139,0,15,0
201101170028,1805,1296622372165,1296622383692,1296622453617,0,139,0,139,0,8,0
201101170028,1806,1296622538108,1296622549611,1296622646808,1,139,0,0,0,0,0
201101170028,1807,1296622697076,1296622711451,1296622807950,1,139,0,138,0,0,0
201101170028,1808,1296624399500,1296624413790,1296627005604,0,9396,0,9396,0,72,0
201101170028,1809,1296624491106,1296624506432,1296630005390,0,9450,0,9450,0,62,0
201101170028,1810,1296624608998,1296624620898,1296632656199,0,9504,0,9504,0,84,0
201101170028,1811,1296624664077,1296626260246,1296635350227,0,9556,0,9556,0,93,0
201101170028,1812,1296624842342,1296624856466,1296629701420,1,1875,1,1859,0,0,0
201101170028,1813,1296624885750,1296629674811,1296636576101,0,9615,0,9615,0,133,0
201101170028,1814,1296624992386,1296625003718,1296625086023,1,139,0,138,0,0,0
201101170028,1815,1296625376229,1296625390160,1296625451100,0,139,0,139,0,38,0
201101170028,1816,1296625589627,1296625601125,1296625658517,0,139,0,139,0,32,0
201101170028,1817,1296625745939,1296625757409,1296625833199,1,139,0,138,0,0,0
201101170028,1818,1296626027215,1296626038612,1296626102655,1,139,0,137,0,0,0
201101170028,1819,1296626181167,1296626194905,1296626272348,1,139,0,138,0,0,0
201101170028,1820,1296626350212,1296626361580,1296626437583,1,139,0,138,0,0,0
201101170028,1821,1296626536312,1296626548194,1296626614997,1,139,0,138,0,0,0
201101170028,1822,1296627405541,1296627420516,1296627468608,1,139,0,0,0,0,0
201101170028,1823,1296627690688,1296627704683,1296627768592,0,139,0,139,0,40,0
201101170028,1824,1296627859518,1296627870891,1296627949662,0,139,0,139,0,41,0
201101170028,1825,1296628082994,1296628096635,1296628166451,2,139,0,118,0,0,0
201101170028,1826,1296628642914,1296628657618,1296628727912,0,139,0,139,0,52,0
201101170028,1827,1296629101463,1296629112982,1296629185915,1,139,0,123,0,0,0
201101170028,1828,1296629502823,1296629514234,1296629593448,1,139,0,138,0,0,0
201101170028,1829,1296629830486,1296629844860,1296634462308,1,1875,1,1854,0,0,0
201101170028,1830,1296630360944,1296630374910,1296630460266,0,139,0,139,0,99,0
201101170028,1831,1296631020405,1296631031842,1296631104900,1,139,0,122,0,0,0
201101170028,1832,1296631360771,1296631372125,1296631435997,0,139,0,139,0,37,0
201101170028,1833,1296631752376,1296631763701,1296631833873,0,139,0,139,0,45,0
201101170028,1834,1296632051820,1296632063949,1296632137161,0,139,0,139,0,48,0
201101170028,1835,1296632302180,1296632314232,1296632399279,0,139,0,139,0,66,0
201101170028,1836,1296632715368,1296632729284,1296632799070,0,139,0,139,0,60,0
201101170028,1837,1296633319041,1296633330422,1296633406263,1,139,0,116,0,0,0
201101170028,1838,1296634056837,1296634070934,1296634116846,1,139,0,0,0,0,0
201101170028,1839,1296634196150,1296634207450,1296634289487,1,139,0,136,0,0,0
201101170028,1840,1296634470080,1296634483813,1296634550738,0,139,0,139,0,71,0
201101170028,1841,1296635074825,1296635089208,1296635150133,1,139,0,102,0,0,0
201101170028,1842,1296636619767,1296636631348,1296636694983,0,139,0,139,0,79,0
201101170028,1843,1296636776293,1296636787789,1296636863484,1,139,0,136,0,0,0
201101170028,1844,1296648119348,1296648131301,1296651091154,1,1875,1,1864,0,0,0
201101170028,1845,1296651101419,1296651113322,1296665447885,1,1875,100,1874,0,0,0
201101170028,1846,1296654329805,1296654342227,1296655978008,0,9397,100,9397,100,65,2
201101170028,1847,1296654545581,1296654557887,1296656550136,0,9495,100,9495,100,109,22
201101170028,1848,1296654825802,1296654838084,1296656596169,0,9520,100,9520,100,110,17
201101170028,1849,1296655255640,1296655269059,1296656744135,0,9626,100,9626,100,177,3
201101170028,1850,1296656201716,1296656214280,1296656506961,1,9643,100,537,0,0,0
201101170028,1851,1296666053875,1296666066660,1296666626660,0,9643,100,9643,100,54,13
201101170028,1853,1296668051357,1296668063816,1296673170386,0,6050,50,6050,50,164,21
201101170028,1854,1296673175876,1296673187831,1296674077146,0,2932,50,2932,50,143,19
201101170028,1855,1296674082811,1296674094600,1296674934197,0,2050,50,2050,50,127,18
201101170028,1856,1296674938517,1296674950116,1296675028963,0,302,0,302,0,2,0
201101170028,1857,1296675034300,1296675045814,1296675085067,0,302,0,302,0,0,0
201101170028,1858,1296675089415,1296675101081,1296675269653,0,302,50,302,50,1,12
201101170028,1859,1296675137656,1296675151404,1296675215086,1,139,0,41,0,0,0
201101170028,1860,1296675277763,1296675291676,1296675446670,0,302,50,302,50,0,18
201101170028,1861,1296675453746,1296675468561,1296686065429,0,6050,50,6050,50,137,21
201101170028,1862,1296676182335,1296676194619,1296676300519,1,139,0,16,0,0,0
201101170028,1863,1296677074333,1296677101109,1296677223552,1,139,0,6,0,0,0
201101170028,1864,1296677755343,1296677843328,1296677958358,1,139,0,7,0,0,0
201101170028,1865,1296686070454,1296686085692,1296688419347,0,7139,50,7139,50,143,22
201101170028,1866,1296686974806,1296686986443,1296688861834,0,9396,0,9396,0,88,0
201101170028,1867,1296687146056,1296687157638,1296691992621,0,9450,0,9450,0,87,0
201101170028,1868,1296687270939,1296687283610,1296692700785,0,9504,0,9504,0,114,0
201101170028,1869,1296687485187,1296687499016,1296695245701,0,9556,0,9556,0,107,0
201101170028,1870,1296687580905,1296690643065,1296695917958,0,9615,0,9615,0,95,0
201101170028,1871,1296688425951,1296688436412,1296690710200,0,5950,50,5950,50,166,16
201101170028,1872,1296690713968,1296690727750,1296690818935,0,808,0,808,0,94,0
201101170028,1873,1296690824025,1296690837982,1296690926465,0,808,0,808,0,81,0
201101170028,1874,1296690931610,1296690943056,1296691233992,0,808,50,808,50,246,15
201101170028,1875,1296691239768,1296691253873,1296691524628,0,808,50,808,50,210,17
201101170028,1876,1296696018596,1296696034084,1296696626980,0,9408,100,9408,100,48,1
201101170028,1877,1296696888424,1296696901291,1296698128014,0,9538,100,9538,100,48,12
201101170028,1878,1296697076823,1296697092213,1296698155880,0,9539,100,9539,100,110,33
201101170028,1879,1296698317386,1296698329726,1296699187345,0,9686,100,9686,100,50,9
201101170028,1880,1296698548684,1296698563925,1296699673257,0,9674,100,9674,100,147,6
201101170028,1881,1296704854446,1296704868695,1296704935281,0,139,0,139,0,0,0
201101170028,1882,1296705816499,1296705830439,1296705872919,2,139,0,0,0,0,0
201101170028,1883,1296705903683,1296705915509,1296705961071,1,139,0,0,0,0,0
201101170028,1884,1296706044744,1296706056393,1296706119838,0,139,0,139,0,0,0
201101170028,1885,1296706250544,1296706262080,1296706325684,0,139,0,139,0,0,0
201101170028,1886,1296706880495,1296706892607,1296706956236,0,139,0,139,0,0,0
201101170028,1887,1296707195370,1296707209215,1296707336288,0,139,1,139,1,0,0
201101170028,1888,1296707371160,1296707384918,1296707591047,0,139,1,139,1,0,0
201101170028,1889,1296708580267,1296708591859,1296708722614,0,139,10,139,10,2,0
201101170028,1890,1296709163811,1296709179586,1296713455837,1,16466,400,15538,0,0,0
