doc_id,term_id,frequency
17349_txt_acq,ongoing,1
8069_txt_crude,central,1
3534_txt_interest,write,1
2979_txt_interest,pct,9
18549_txt_interest,effective,1
17359_txt_crude,forecasting,1
4662_txt_crude,stabilise,1
6090_txt_acq,partner,1
16739_txt_crude,halted,1
12472_txt_trade,2,1
7639_txt_crude,time,1
5675_txt_acq,acquire,1
791_txt_crude,march,1
2231_txt_crude,reuter,1
1427_txt_interest,cash,1
11909_txt_acq,mich,1
17279_txt_trade,external,1
11916_txt_acq,referred,1
6201_txt_crude,15,1
19832_txt_crude,gravity,3
16636_txt_crude,coordinator,1
11149_txt_crude,year,1
3115_txt_crude,added,1
17023_txt_trade,senators,1
6346_txt_acq,barriers,1
6473_txt_acq,testimony,1
5796_txt_crude,renew,1
7930_txt_acq,planned,1
16075_txt_interest,bakers,1
8859_txt_earn,kan,1
3389_txt_crude,company,1
13115_txt_crude,3478,1
6695_txt_acq,18,1
4848_txt_crude,reuter,1
714_txt_acq,communications,1
12559_txt_earn,control,1
8676_txt_trade,said,6
21386_txt_earn,3rd,1
11324_txt_acq,also,1
8582_txt_earn,cts,4
16278_txt_earn,sold,1
6346_txt_acq,artsrelated,1
8091_txt_acq,president,3
20453_txt_earn,nine,1
17359_txt_crude,fearing,1
8914_txt_crude,celeron,1
6301_txt_crude,289,1
10530_txt_trade,might,1
4031_txt_trade,58,1
1182_txt_earn,ontario,1
11338_txt_earn,577000,1
9427_txt_earn,seven,1
18488_txt_interest,16,1
2568_txt_earn,comparable,1
9246_txt_acq,friday,1
11817_txt_interest,yesterday,1
1409_txt_acq,technology,1
5643_txt_acq,officials,2
11149_txt_crude,believe,1
18595_txt_interest,said,1
6665_txt_acq,foreign,1
20048_txt_interest,deciding,1
1327_txt_earn,qtr,2
3539_txt_interest,mln,5
18955_txt_earn,18,1
1771_txt_acq,aviation,1
3982_txt_interest,plan,1
331_txt_acq,dlrs,5
16588_txt_earn,said,6
19890_txt_acq,court,1
9234_txt_acq,yeo,2
11580_txt_trade,japan,2
8606_txt_crude,falling,1
13043_txt_acq,fcsi,1
20527_txt_earn,576358,1
1315_txt_earn,earnings,3
3455_txt_crude,13,1
16970_txt_trade,peking,2
6346_txt_acq,span,1
21550_txt_acq,1930,1
6441_txt_acq,inc,1
7997_txt_acq,communications,2
14012_txt_trade,legislation,2
4031_txt_trade,particularly,1
1990_txt_crude,fell,2
18188_txt_acq,unit,1
8080_txt_trade,resolve,1
11643_txt_earn,stockholders,1
6350_txt_interest,surprised,1
2383_txt_crude,country,2
17875_txt_crude,average,1
1990_txt_crude,polled,1
13256_txt_crude,may,2
6944_txt_acq,prospects,1
16957_txt_trade,taken,1
14843_txt_acq,mln,1
20869_txt_crude,co,2
696_txt_earn,penetration,1
16723_txt_crude,great,1
16357_txt_trade,starting,2
16434_txt_earn,hurt,1
18688_txt_acq,arco,2
1809_txt_trade,deadlines,1
20319_txt_earn,net,3
3592_txt_crude,wells,2
12132_txt_acq,agreement,3
6432_txt_crude,addition,1
9252_txt_acq,corp,1
15278_txt_earn,reuter,1
15352_txt_trade,addition,1
11007_txt_crude,mln,7
6507_txt_earn,alfa,1
5675_txt_acq,gas,3
2729_txt_earn,1st,1
11979_txt_earn,comparable,1
3711_txt_acq,continuing,1
4201_txt_acq,unit,1
19744_txt_acq,reuter,1
20038_txt_interest,little,1
21224_txt_earn,704,1
5444_txt_earn,net,2
11132_txt_earn,79,1
20584_txt_acq,company,1
11498_txt_trade,threatened,1
8998_txt_acq,shares,1
12204_txt_earn,17,1
6837_txt_earn,3383651,1
18906_txt_acq,june,1
8252_txt_trade,hong,2
5575_txt_earn,year,1
19560_txt_crude,last,1
15384_txt_interest,renewed,1
13182_txt_acq,cuts,1
5171_txt_crude,dlrs,1
2383_txt_crude,time,2
16995_txt_acq,supreme,2
4067_txt_earn,1521,1
17593_txt_interest,plan,6
13256_txt_crude,company,3
8672_txt_crude,prices,1
15200_txt_crude,sent,1
3528_txt_interest,foreign,1
19375_txt_earn,1986,1
17963_txt_crude,sources,1
11225_txt_trade,zoete,1
2522_txt_crude,figure,1
18443_txt_trade,play,1
16588_txt_earn,epa,1
19839_txt_acq,will,1
12949_txt_earn,qtr,1
8690_txt_acq,cax,1
849_txt_acq,redeemed,1
17305_txt_trade,efforts,1
1541_txt_earn,unusual,1
8582_txt_earn,march,1
19483_txt_interest,pct,2
1711_txt_crude,austin,1
21435_txt_earn,pacific,1
7287_txt_crude,months,1
11755_txt_acq,companys,1
9763_txt_trade,ministrys,1
3542_txt_interest,citibank,1
18992_txt_trade,aggressively,1
16005_txt_crude,oil,5
20419_txt_earn,profit,6
1808_txt_acq,nationals,1
8599_txt_trade,difference,1
8405_txt_crude,hamza,1
11287_txt_trade,legal,1
10883_txt_acq,total,2
19833_txt_acq,b,1
16939_txt_crude,offering,1
17993_txt_acq,converted,1
8624_txt_trade,federal,1
8944_txt_acq,business,1
6819_txt_acq,shareholders,3
17199_txt_crude,held,1
2374_txt_acq,spokesman,1
7135_txt_trade,appreciate,1
11923_txt_acq,securities,1
5092_txt_earn,profit,2
817_txt_earn,paid,1
21551_txt_earn,176,1
8134_txt_crude,production,1
15550_txt_interest,eight,1
21197_txt_crude,last,1
12848_txt_trade,deficit,2
14485_txt_acq,avp,1
19913_txt_acq,said,1
20048_txt_interest,placed,1
6163_txt_crude,recommend,2
16739_txt_crude,mile,1
4937_txt_acq,lks,2
17511_txt_trade,pct,1
6091_txt_interest,westminster,1
19285_txt_crude,early,1
18085_txt_crude,wastage,1
3364_txt_crude,disposal,1
12696_txt_interest,phenomenon,1
20744_txt_acq,tender,1
12286_txt_crude,adjust,2
16163_txt_acq,banks,1
18104_txt_trade,open,1
4621_txt_earn,holding,1
236_txt_crude,among,1
8244_txt_trade,trying,1
1427_txt_interest,1987,1
3133_txt_interest,led,1
8666_txt_acq,part,1
2470_txt_acq,outstanding,2
6884_txt_acq,seeks,1
145_txt_earn,fourth,1
16995_txt_acq,target,1
5071_txt_earn,expects,1
11758_txt_earn,revs,1
3571_txt_crude,firm,1
791_txt_crude,april,1
21189_txt_earn,revs,2
1478_txt_trade,ruiz,3
16957_txt_trade,growing,2
20885_txt_earn,3398000,1
4259_txt_trade,africas,1
9674_txt_crude,friday,1
2109_txt_earn,1090,1
10768_txt_acq,tate,1
8999_txt_earn,profit,5
15004_txt_acq,said,2
2064_txt_interest,says,1
8823_txt_acq,ava,1
8186_txt_trade,negotiating,1
17212_txt_acq,products,1
18938_txt_acq,pg,1
9194_txt_trade,making,1
10566_txt_earn,dosk,1
5873_txt_acq,international,3
2383_txt_crude,producers,3
4258_txt_earn,qtr,1
18600_txt_acq,reuter,1
16658_txt_crude,mln,3
5244_txt_crude,iraqs,1
3770_txt_trade,concerns,1
7897_txt_acq,88,1
4777_txt_earn,3rd,1
15154_txt_trade,electronic,1
6166_txt_crude,producing,1
7354_txt_acq,erba,1
18332_txt_crude,barrels,1
6086_txt_crude,jobs,1
11831_txt_interest,trend,1
8069_txt_crude,bridge,1
1675_txt_trade,decision,2
8069_txt_crude,projects,2
15561_txt_acq,31,1
14843_txt_acq,like,1
7570_txt_acq,come,1
12147_txt_interest,lending,1
19033_txt_trade,look,1
16469_txt_earn,franklin,2
16646_txt_acq,proposal,1
8051_txt_earn,declined,1
21541_txt_crude,semisubmersible,1
19839_txt_acq,clearview,2
8478_txt_crude,filling,1
991_txt_trade,told,1
18566_txt_acq,follows,1
18108_txt_crude,prudhoe,3
10784_txt_acq,opinion,1
13649_txt_trade,prepared,1
6996_txt_crude,realism,1
474_txt_acq,business,2
3048_txt_crude,six,1
5667_txt_acq,chairman,2
21133_txt_acq,21,1
20584_txt_acq,oct,1
14642_txt_interest,caisses,1
21550_txt_acq,within,1
19998_txt_crude,platforms,1
5210_txt_earn,increase,1
8755_txt_crude,tap,1
2546_txt_acq,rights,1
8258_txt_earn,losses,1
9425_txt_earn,net,3
11123_txt_earn,canadian,10
18467_txt_acq,largest,1
5516_txt_acq,4010,1
194_txt_crude,oil,1
4175_txt_earn,companys,1
3553_txt_trade,will,2
15961_txt_acq,ore,1
10721_txt_acq,stake,2
12883_txt_acq,privately,1
20744_txt_acq,stands,1
16125_txt_trade,grew,1
6465_txt_earn,details,1
12503_txt_crude,corp,1
18795_txt_crude,west,2
5288_txt_trade,six,1
18355_txt_earn,income,1
7593_txt_acq,delivery,3
6124_txt_acq,holders,1
5121_txt_acq,new,1
2033_txt_earn,23000,1
10642_txt_trade,highlighted,1
16095_txt_trade,minister,4
6346_txt_acq,japan,1
20641_txt_acq,owned,1
2783_txt_acq,165,1
16747_txt_acq,britains,1
5516_txt_acq,since,1
2228_txt_interest,keeps,1
9618_txt_earn,raise,1
1995_txt_interest,tomorrow,1
12658_txt_earn,inc,1
16214_txt_interest,privately,1
16649_txt_crude,open,1
8155_txt_earn,products,1
16139_txt_trade,something,1
299_txt_earn,holdings,1
6223_txt_acq,stock,1
20021_txt_interest,calm,1
5054_txt_earn,vs,1
1963_txt_trade,can,2
21260_txt_earn,coupon,1
12316_txt_interest,reuter,1
11123_txt_earn,pulcine,4
236_txt_crude,facilities,1
3111_txt_interest,issue,5
2107_txt_acq,march,1
110_txt_acq,tuesday,1
17282_txt_trade,stop,1
2137_txt_earn,1986,1
17250_txt_acq,covers,1
6926_txt_trade,us,14
11444_txt_crude,reagan,3
15840_txt_trade,whats,1
16095_txt_trade,part,1
11025_txt_crude,lake,1
19191_txt_interest,lowest,1
2522_txt_crude,leeway,1
9425_txt_earn,houston,1
9549_txt_earn,dividend,2
16871_txt_trade,passed,1
9742_txt_acq,exact,1
19981_txt_acq,ga,1
3115_txt_crude,resources,3
1808_txt_acq,seeking,1
9072_txt_earn,31,1
6105_txt_earn,cts,6
3571_txt_crude,upon,1
9603_txt_trade,volume,1
11831_txt_interest,nonconvertible,1
7529_txt_crude,reuter,1
10623_txt_trade,corp,1
5057_txt_trade,next,1
18595_txt_interest,18,1
2688_txt_crude,main,1
5968_txt_earn,march,1
10508_txt_acq,inc,1
1478_txt_trade,apolonio,1
16493_txt_acq,offer,1
10918_txt_acq,holdings,1
14220_txt_trade,international,1
6716_txt_trade,told,2
8747_txt_trade,slump,1
11123_txt_earn,told,1
10427_txt_earn,stbd,1
15840_txt_trade,throughout,1
3261_txt_acq,cts,2
10146_txt_acq,merger,3
8663_txt_trade,threatened,1
18243_txt_earn,32,1
13085_txt_acq,april,1
7135_txt_trade,costs,1
10905_txt_trade,administrations,1
12250_txt_acq,outstanding,1
8275_txt_earn,vs,4
17359_txt_crude,attend,1
6301_txt_crude,held,1
1288_txt_earn,loss,9
17004_txt_acq,giving,1
7185_txt_earn,said,2
342_txt_trade,totally,1
10781_txt_trade,live,1
1808_txt_acq,expense,1
16985_txt_trade,implementing,1
8044_txt_trade,semiconductor,5
11260_txt_trade,insure,1
5127_txt_interest,increase,5
3115_txt_crude,double,1
17892_txt_crude,customers,1
8080_txt_trade,successful,1
6682_txt_acq,reuter,1
5561_txt_trade,retaliate,1
13649_txt_trade,relations,4
5561_txt_trade,committee,2
3009_txt_acq,approved,1
1581_txt_acq,washington,1
8160_txt_crude,100,1
3139_txt_acq,proposed,1
8023_txt_acq,record,1
6188_txt_acq,march,1
11981_txt_acq,bank,3
237_txt_crude,prices,1
5643_txt_acq,sell,1
11357_txt_trade,speeches,1
17359_txt_crude,lawrence,1
10464_txt_interest,agreements,1
9847_txt_trade,announced,1
11282_txt_earn,york,1
6818_txt_acq,group,1
18875_txt_earn,1986,2
11048_txt_acq,block,1
18577_txt_acq,dlrs,1
4867_txt_crude,asked,1
16957_txt_trade,president,1
18840_txt_crude,conoco,2
3389_txt_crude,intermediate,1
4031_txt_trade,secretary,1
20885_txt_earn,reuter,1
21357_txt_acq,equity,8
10632_txt_crude,gross,1
19511_txt_interest,japans,1
4662_txt_crude,price,2
11177_txt_acq,expanding,1
21260_txt_earn,shares,2
9155_txt_crude,agreement,4
19291_txt_crude,guarantees,1
8240_txt_trade,industrialized,1
4067_txt_earn,calendar,1
15840_txt_trade,brightened,1
19191_txt_interest,bond,1
13290_txt_crude,says,1
15762_txt_earn,chicago,1
12309_txt_acq,industries,1
5118_txt_crude,repairing,1
11487_txt_trade,terrible,1
18621_txt_crude,sells,1
3991_txt_acq,investor,1
1258_txt_earn,prior,1
5708_txt_acq,available,1
6604_txt_acq,acquire,2
16788_txt_trade,chamber,1
5511_txt_earn,current,1
21261_txt_acq,sales,1
11746_txt_interest,move,3
4513_txt_trade,community,1
17180_txt_trade,janeiro,1
5127_txt_interest,changed,1
12374_txt_acq,bid,1
11344_txt_acq,whollyowned,1
7521_txt_trade,seek,1
11580_txt_trade,united,1
17625_txt_acq,rights,1
8747_txt_trade,state,1
8755_txt_crude,system,1
3344_txt_earn,management,1
4593_txt_crude,guarantees,1
20766_txt_acq,commission,1
10784_txt_acq,decision,3
11202_txt_acq,reuter,1
6731_txt_acq,corp,1
15961_txt_acq,corp,2
5667_txt_acq,donald,1
2897_txt_acq,excess,1
20826_txt_earn,qtr,1
13262_txt_interest,ltd,2
10518_txt_acq,reuter,1
1011_txt_earn,28,1
6090_txt_acq,partners,1
19383_txt_acq,securities,1
2725_txt_interest,looking,1
18399_txt_trade,retaliation,2
5438_txt_earn,per,2
354_txt_trade,growth,1
17993_txt_acq,mln,3
2417_txt_trade,subsidies,1
6816_txt_earn,rise,3
15778_txt_acq,reuter,1
16852_txt_interest,year,2
18252_txt_acq,1150000,1
11498_txt_trade,keep,1
21131_txt_crude,fridays,1
10310_txt_acq,10,1
4777_txt_earn,restated,1
11861_txt_interest,prime,4
1602_txt_earn,qtr,1
1963_txt_trade,doesnt,1
14995_txt_earn,loss,2
10905_txt_trade,press,2
2470_txt_acq,approved,1
11007_txt_crude,chairman,1
3509_txt_crude,exploration,1
16774_txt_trade,prop,1
4027_txt_trade,declining,1
3446_txt_trade,pressuring,1
18465_txt_interest,rate,3
17419_txt_crude,29,1
17519_txt_crude,pact,1
10311_txt_acq,diplomats,1
11403_txt_crude,outer,1
15404_txt_acq,programme,1
20151_txt_earn,13,1
14099_txt_acq,april,1
5235_txt_interest,world,1
14729_txt_earn,7,1
14826_txt_trade,curbs,2
10779_txt_trade,specific,1
14220_txt_trade,make,1
16872_txt_acq,109,1
17478_txt_crude,boosted,1
18904_txt_interest,onequarter,1
11559_txt_crude,previously,1
8344_txt_interest,funds,1
8944_txt_acq,markets,1
2802_txt_acq,share,2
17771_txt_crude,flooded,1
9704_txt_trade,track,4
9181_txt_earn,poor,1
1729_txt_acq,board,4
2121_txt_crude,saying,3
3441_txt_trade,1987,3
9445_txt_crude,later,1
331_txt_acq,c,1
2979_txt_interest,week,2
12202_txt_earn,reporting,1
16985_txt_trade,reuter,1
19963_txt_acq,june,1
9742_txt_acq,despite,1
1809_txt_trade,liberal,1
12091_txt_interest,detroit,1
7287_txt_crude,imports,2
16985_txt_trade,future,1
11907_txt_interest,today,1
12186_txt_acq,group,1
15096_txt_interest,pct,1
16989_txt_interest,board,2
474_txt_acq,us,2
15617_txt_interest,domestic,2
10264_txt_trade,american,1
13280_txt_crude,enim,7
20787_txt_trade,dlrs,4
3111_txt_interest,lower,4
15617_txt_interest,accord,3
3441_txt_trade,economist,3
10779_txt_trade,viewed,1
9117_txt_earn,cts,2
3841_txt_earn,improved,1
7531_txt_trade,taiwan,1
11123_txt_earn,ending,1
18938_txt_acq,reason,1
19254_txt_earn,electric,1
18810_txt_crude,shamrock,2
8690_txt_acq,yesterday,1
16257_txt_trade,advantage,1
18467_txt_acq,scheduled,1
6163_txt_crude,disclosed,1
8204_txt_acq,held,1
11461_txt_trade,close,1
17254_txt_crude,months,1
3264_txt_acq,recommend,1
13280_txt_crude,agreement,2
11315_txt_trade,principle,1
18399_txt_trade,prctices,1
6746_txt_crude,free,1
10695_txt_trade,major,1
16163_txt_acq,holders,1
19943_txt_acq,deal,1
273_txt_crude,monthend,1
7247_txt_acq,tender,1
835_txt_crude,side,1
4991_txt_earn,b,1
5752_txt_trade,action,1
16257_txt_trade,record,1
17083_txt_trade,markets,5
8672_txt_crude,petroleum,1
4048_txt_trade,intended,1
236_txt_crude,producing,2
8137_txt_interest,managed,1
2807_txt_earn,2650000,1
18104_txt_trade,semiconductor,3
17305_txt_trade,heels,1
7600_txt_trade,members,2
10080_txt_crude,dlrs,11
11192_txt_acq,said,2
15352_txt_trade,ink,2
18906_txt_acq,odessa,1
3991_txt_acq,willing,1
7146_txt_earn,19,1
16077_txt_crude,neighbouring,1
9246_txt_acq,withdrawn,1
2496_txt_earn,net,2
16163_txt_acq,comment,1
11373_txt_acq,31,1
6528_txt_earn,may,1
7247_txt_acq,completed,1
17186_txt_trade,24,1
9818_txt_earn,medical,1
10352_txt_trade,western,1
17513_txt_acq,already,1
16680_txt_acq,80,1
6944_txt_acq,establish,1
12600_txt_acq,year,1
11320_txt_earn,includes,1
3594_txt_crude,25,1
11498_txt_trade,according,1
6091_txt_interest,national,1
11568_txt_earn,dlr,1
11940_txt_interest,712,1
20008_txt_crude,capacity,1
9432_txt_acq,22,1
19285_txt_crude,nonevent,1
10375_txt_trade,said,11
10985_txt_acq,co,1
4127_txt_acq,short,1
7135_txt_trade,second,1
3344_txt_earn,date,1
423_txt_earn,vs,1
12521_txt_earn,brazil,2
6323_txt_earn,491076,1
5273_txt_crude,cut,1
1963_txt_trade,hamper,1
20515_txt_earn,vs,6
12803_txt_crude,hispanoil,1
5810_txt_trade,nontariff,1
20959_txt_crude,casualty,1
6201_txt_crude,calculated,1
7031_txt_interest,50,1
3048_txt_crude,loan,2
11529_txt_earn,revs,2
11497_txt_earn,issued,1
20363_txt_earn,charge,1
8091_txt_acq,domingo,1
3884_txt_earn,plans,1
19483_txt_interest,chicago,1
1103_txt_acq,close,1
2799_txt_acq,u,1
11892_txt_acq,completes,1
20532_txt_interest,bank,1
9328_txt_earn,san,1
2546_txt_acq,buyout,2
9532_txt_trade,senate,4
19713_txt_acq,gabelli,6
4127_txt_acq,reference,1
5561_txt_trade,known,1
3528_txt_interest,interest,1
2228_txt_interest,vulnerable,1
13280_txt_crude,oil,8
14012_txt_trade,priorities,1
17194_txt_trade,26,1
4593_txt_crude,comes,1
11253_txt_acq,prevent,1
2648_txt_trade,long,1
9712_txt_trade,sumita,2
7496_txt_crude,reconstruction,1
5299_txt_acq,mln,4
13256_txt_crude,january,4
16531_txt_acq,western,4
19556_txt_crude,firm,1
2757_txt_earn,8710000,1
13262_txt_interest,today,2
8103_txt_interest,said,2
16774_txt_trade,foreign,2
5118_txt_crude,mln,4
14324_txt_earn,banks,2
2383_txt_crude,rich,1
11933_txt_earn,reuter,1
11048_txt_acq,hampshire,1
7715_txt_acq,nj,1
13266_txt_crude,172,1
20693_txt_acq,continue,1
19737_txt_acq,icn,5
11848_txt_interest,5116,1
12197_txt_interest,lowering,2
13205_txt_acq,new,1
12604_txt_trade,certain,1
4576_txt_crude,traders,1
16688_txt_acq,northairs,1
8080_txt_trade,tightening,1
20095_txt_crude,negotiations,1
9618_txt_earn,share,2
8691_txt_acq,acquire,2
18313_txt_acq,said,3
8691_txt_acq,dlrs,5
16968_txt_crude,wildlife,1
960_txt_acq,distorted,1
11390_txt_trade,profittaking,1
7643_txt_trade,imported,1
16747_txt_acq,views,1
2417_txt_trade,solution,1
16555_txt_acq,brands,2
19509_txt_crude,pledged,1
13205_txt_acq,equipment,3
1846_txt_earn,sale,1
1238_txt_acq,undisclosed,1
16957_txt_trade,something,1
3594_txt_crude,clients,1
844_txt_acq,11900,1
11446_txt_trade,31,1
10243_txt_earn,vs,1
3452_txt_crude,riyadh,2
12609_txt_crude,operate,1
9549_txt_earn,maintained,1
5127_txt_interest,inventories,2
3446_txt_trade,associate,1
873_txt_crude,one,1
17625_txt_acq,principle,1
918_txt_crude,finance,1
2219_txt_acq,program,1
12395_txt_acq,christians,3
20778_txt_crude,border,3
5723_txt_earn,163,1
20363_txt_earn,177,1
16970_txt_trade,transferring,1
6060_txt_crude,superior,1
9937_txt_earn,march,1
3261_txt_acq,news,1
2383_txt_crude,secretariat,1
6913_txt_crude,61,1
12732_txt_interest,cautious,1
4584_txt_crude,postings,2
4343_txt_acq,trading,1
17448_txt_interest,helmut,1
1875_txt_crude,150,1
19559_txt_crude,agreed,1
7097_txt_crude,although,1
13611_txt_crude,well,2
4983_txt_crude,completion,1
18497_txt_earn,turnover,1
16591_txt_acq,buy,1
16278_txt_earn,line,1
12231_txt_earn,mln,2
19191_txt_interest,average,1
15585_txt_earn,offering,1
11198_txt_trade,countervailing,1
4777_txt_earn,shrs,2
6746_txt_crude,consideration,2
8849_txt_acq,950,1
3711_txt_acq,generalantitrust,1
5684_txt_trade,levels,1
8027_txt_earn,inc,1
6369_txt_interest,borrowing,3
11498_txt_trade,united,2
1689_txt_earn,dlrs,5
10608_txt_trade,markets,1
8750_txt_earn,3rd,1
2809_txt_earn,7,1
19511_txt_interest,rates,4
9012_txt_interest,cash,1
4664_txt_crude,13,1
3007_txt_interest,followed,1
21302_txt_earn,revs,2
9087_txt_acq,board,1
8677_txt_interest,tax,1
11007_txt_crude,refine,3
17470_txt_interest,market,4
5077_txt_acq,tlam,1
2500_txt_acq,suit,1
12602_txt_trade,export,3
11149_txt_crude,antonio,1
8610_txt_crude,long,1
14630_txt_earn,reuter,1
3455_txt_crude,king,7
1569_txt_earn,fourteen,1
19837_txt_acq,15,1
9818_txt_earn,additions,1
18938_txt_acq,higher,1
13649_txt_trade,doubt,1
17511_txt_trade,taken,1
13045_txt_trade,tokyo,2
4493_txt_acq,based,1
19556_txt_crude,dlrs,1
9363_txt_acq,one,1
3539_txt_interest,country,1
9603_txt_trade,will,2
13263_txt_earn,lines,1
3903_txt_earn,13,1
15223_txt_trade,white,2
21047_txt_earn,loss,3
16794_txt_trade,semiconductors,1
11746_txt_interest,center,1
6111_txt_crude,fields,1
6473_txt_acq,consolidated,1
4156_txt_trade,moment,1
894_txt_trade,one,1
12016_txt_interest,3069,1
1226_txt_trade,single,1
1306_txt_crude,bpd,2
16794_txt_trade,however,1
12398_txt_interest,banking,1
3902_txt_trade,purchases,2
3111_txt_interest,fridays,1
2688_txt_crude,officials,1
2205_txt_earn,203,1
7362_txt_acq,letter,1
9184_txt_trade,bank,1
16995_txt_acq,option,1
16989_txt_interest,testified,1
9937_txt_earn,reuter,1
21357_txt_acq,offer,1
18621_txt_crude,end,1
8091_txt_acq,commissioner,1
4692_txt_earn,creditors,1
3192_txt_interest,president,1
20381_txt_earn,39,1
12908_txt_interest,shortterm,2
18955_txt_earn,1st,1
10905_txt_trade,years,1
11529_txt_earn,510000,1
6125_txt_crude,process,2
9076_txt_trade,fumbled,1
12848_txt_trade,grain,1
12623_txt_trade,dollars,1
225_txt_interest,ministry,6
3594_txt_crude,matter,1
15352_txt_trade,continued,1
15430_txt_trade,dlrs,7
1288_txt_earn,system,2
1622_txt_acq,proposed,1
1280_txt_acq,technology,3
18621_txt_crude,states,1
925_txt_trade,lobby,1
20959_txt_crude,deterred,1
15005_txt_earn,packaged,1
3841_txt_earn,profitability,1
9333_txt_earn,25,1
6348_txt_crude,sheikh,2
10311_txt_acq,new,2
20474_txt_crude,develop,1
20021_txt_interest,health,1
3743_txt_earn,good,1
21187_txt_trade,prices,1
16680_txt_acq,talk,1
20660_txt_earn,20,1
9015_txt_trade,help,1
9605_txt_earn,25,1
5376_txt_trade,foreign,3
19509_txt_crude,pumps,1
5162_txt_acq,already,1
6233_txt_earn,reflects,1
3261_txt_acq,although,1
4026_txt_trade,foreign,7
1835_txt_acq,122,1
16890_txt_earn,830,1
8177_txt_earn,shares,3
11861_txt_interest,statement,1
8401_txt_interest,bank,1
1963_txt_trade,dismissing,1
10693_txt_crude,half,1
16794_txt_trade,rising,1
12122_txt_interest,dollars,1
13256_txt_crude,oecd,6
10264_txt_trade,recorders,1
12250_txt_acq,monitors,1
6163_txt_crude,study,1
9101_txt_earn,mln,8
20797_txt_acq,commission,1
338_txt_trade,adopting,1
16685_txt_acq,investments,1
16607_txt_crude,oil,8
2137_txt_earn,crowns,3
8091_txt_acq,may,1
16214_txt_interest,get,1
8666_txt_acq,tokyo,2
6323_txt_earn,net,4
15840_txt_trade,us,5
3596_txt_acq,business,1
2775_txt_crude,peter,1
8602_txt_trade,nakasone,4
12397_txt_earn,increasing,1
17329_txt_crude,question,1
12658_txt_earn,22,1
17813_txt_crude,damaged,1
2449_txt_crude,production,3
15111_txt_acq,future,1
1616_txt_crude,southern,1
331_txt_acq,billion,3
18488_txt_interest,loans,1
10213_txt_acq,trying,1
6861_txt_earn,qtly,1
6926_txt_trade,several,1
20038_txt_interest,repurchase,2
18438_txt_acq,313,1
7802_txt_trade,subsidies,1
20919_txt_crude,16,1
5376_txt_trade,like,2
6465_txt_earn,nj,1
5273_txt_crude,anything,1
6323_txt_earn,nine,2
6023_txt_crude,optimism,1
18148_txt_trade,tackle,1
15944_txt_earn,1446,1
16469_txt_earn,reuter,1
9444_txt_earn,reuter,1
20095_txt_crude,guarantee,1
6913_txt_crude,39,1
8662_txt_trade,negotiations,4
7234_txt_acq,19,1
10845_txt_crude,petroleos,1
21260_txt_earn,mth,1
4246_txt_crude,chevron,1
20474_txt_crude,20,1
7355_txt_crude,rates,1
11175_txt_trade,reagan,2
19556_txt_crude,stressed,1
4378_txt_earn,six,1
3668_txt_earn,2658692,1
14826_txt_trade,sheen,1
8259_txt_acq,notes,1
6248_txt_earn,acig,1
4692_txt_earn,385,1
16274_txt_interest,pct,10
9031_txt_crude,2024,1
12197_txt_interest,rates,6
8478_txt_crude,krapels,3
21302_txt_earn,1986,1
4795_txt_earn,resume,1
11202_txt_acq,wireless,1
3539_txt_interest,interbank,1
1836_txt_acq,takeover,3
1729_txt_acq,committee,1
8089_txt_crude,killing,1
17023_txt_trade,named,1
6090_txt_acq,joint,3
2664_txt_earn,reuter,1
5602_txt_earn,scientific,1
3825_txt_interest,book,1
19341_txt_acq,dorado,1
21386_txt_earn,mortgagebacked,1
16257_txt_trade,following,1
17201_txt_trade,large,1
4777_txt_earn,general,1
3048_txt_crude,us,1
11873_txt_acq,jr,1
12473_txt_trade,mln,1
342_txt_trade,boosting,1
17194_txt_trade,firms,1
11487_txt_trade,oldest,1
10918_txt_acq,price,1
236_txt_crude,year,1
17618_txt_crude,norway,2
331_txt_acq,chairman,1
19191_txt_interest,willing,1
1541_txt_earn,9163141,1
6767_txt_acq,disclosed,1
19505_txt_crude,fixed,1
20769_txt_interest,president,1
9427_txt_earn,operations,1
15739_txt_acq,ktxhhouston,1
982_txt_acq,worthwhile,1
15239_txt_acq,debt,1
17305_txt_trade,home,2
6091_txt_interest,gilts,1
4600_txt_crude,oil,4
12609_txt_crude,trade,3
12221_txt_acq,march,1
732_txt_acq,issued,1
17365_txt_crude,environments,1
2979_txt_interest,one,3
16407_txt_interest,trust,3
5273_txt_crude,june,1
16649_txt_crude,dlrs,2
4609_txt_crude,oil,6
8699_txt_trade,finance,1
6163_txt_crude,strategic,1
8359_txt_acq,week,1
273_txt_crude,purposes,1
20973_txt_earn,may,1
8999_txt_earn,294,1
13649_txt_trade,exports,1
9577_txt_earn,insurance,2
10623_txt_trade,usjapan,1
6060_txt_crude,algeria,1
18302_txt_trade,concern,1
20894_txt_earn,46,1
21100_txt_earn,57,1
2064_txt_interest,madrid,1
8699_txt_trade,vice,1
21260_txt_earn,remaining,1
9988_txt_interest,federal,2
2660_txt_acq,expects,1
16739_txt_crude,ministry,1
17957_txt_acq,represent,1
15121_txt_earn,reuter,1
8970_txt_earn,57,1
8677_txt_interest,tender,2
17419_txt_crude,mln,1
5750_txt_acq,acquire,2
24_txt_earn,12,1
8137_txt_interest,economists,9
15354_txt_earn,cts,2
